product_id,title,genres,emotions
37,Стражи Галактики (2014),Action|Adventure|Comedy|Sci-Fi,веселое|динамичное|приключенческое|футуристическое
38,Люди Икс: Дни минувшего будущего (2014),Action|Adventure|Sci-Fi,динамичное|приключенческое|футуристическое
39,Грань будущего (2014),Action|Adventure|Sci-Fi,динамичное|приключенческое|футуристическое
40,Сквозь снег (2014),Action|Drama|Sci-Fi,динамичное|футуристическое|эмоциональное
41,Безумный Макс: Дорога ярости (2015),Action|Adventure|Sci-Fi|Thriller,динамичное|напряжённое|приключенческое|футуристическое
42,Мстители: Эра Альтрона (2015),Action|Adventure|Sci-Fi,динамичное|приключенческое|футуристическое
43,Марсианин (2015),Adventure|Drama|Sci-Fi,приключенческое|футуристическое|эмоциональное
44,Головоломка (2015),Animation|Adventure|Children|Comedy|Drama|Family|Fantasy,веселое|волшебное|лёгкое|приключенческое|семейное|эмоциональное
45,Шпион (2015),Action|Comedy|Crime,веселое|динамичное|напряжённое
46,Первому игроку приготовиться (2018),Action|Adventure|Sci-Fi,динамичное|приключенческое|футуристическое
47,Чёрная Пантера (2018),Action|Adventure|Sci-Fi,динамичное|приключенческое|футуристическое
48,Мстители: Война бесконечности (2018),Action|Adventure|Sci-Fi,динамичное|приключенческое|футуристическое
49,Тихое место (2018),Drama|Horror|Sci-Fi|Thriller,напряжённое|страшное|футуристическое|эмоциональное
50,Человек-паук: Через вселенные (2018),Animation|Action|Adventure|Sci-Fi,динамичное|лёгкое|приключенческое|футуристическое
51,Богемская рапсодия (2018),Biography|Drama|Musical,музыкальное|эмоциональное
52,Хан Соло: Звёздные войны. Истории (2018),Action|Adventure|Sci-Fi,динамичное|приключенческое|футуристическое
53,Мэри Поппинс возвращается (2018),Adventure|Children|Comedy|Fantasy|Musical,веселое|волшебное|музыкальное|приключенческое|семейное
54,Ральф против интернета (2018),Animation|Adventure|Children|Comedy|Fantasy,веселое|волшебное|лёгкое|приключенческое|семейное
55,Аквамен (2018),Action|Adventure|Fantasy|Sci-Fi,волшебное|динамичное|приключенческое|футуристическое
56,Джокер (2019),Crime|Drama|Thriller,напряжённое|эмоциональное
57,Паразиты (2019),Comedy|Drama|Thriller,веселое|напряжённое|эмоциональное
58,Мстители: Финал (2019),Action|Adventure|Drama|Sci-Fi,динамичное|приключенческое|футуристическое|эмоциональное
59,Человек-паук: Вдали от дома (2019),Action|Adventure|Sci-Fi,динамичное|приключенческое|футуристическое
60,История игрушек 4 (2019),Animation|Adventure|Children|Comedy|Fantasy,веселое|волшебное|лёгкое|приключенческое|семейное
61,Король Лев (2019),Adventure|Children|Drama|Musical,музыкальное|приключенческое|семейное|эмоциональное
62,Холодное сердце 2 (2019),Animation|Adventure|Children|Comedy|Fantasy|Musical,веселое|волшебное|лёгкое|музыкальное|приключенческое|семейное
63,Звёздные войны: Скайуокер. Восход (2019),Action|Adventure|Fantasy|Sci-Fi,волшебное|динамичное|приключенческое|футуристическое
64,1917 (2019),Drama|War,драматичное|эмоциональное
65,Однажды в... Голливуде (2019),Comedy|Drama,веселое|эмоциональное
66,Довод (2020),Action|Sci-Fi|Thriller,динамичное|напряжённое|футуристическое
67,Душа (2020),Animation|Adventure|Children|Comedy|Drama|Fantasy|Music,веселое|волшебное|лёгкое|приключенческое|семейное|эмоциональное
68,Чудо-женщина 1984 (2020),Action|Adventure|Fantasy|Sci-Fi,волшебное|динамичное|приключенческое|футуристическое
69,Тихое место 2 (2020),Drama|Horror|Sci-Fi|Thriller,напряжённое|страшное|футуристическое|эмоциональное
70,Круэлла (2021),Comedy|Crime,веселое|напряжённое
71,Чёрная вдова (2021),Action|Adventure|Sci-Fi|Thriller,динамичное|напряжённое|приключенческое|футуристическое
72,Шан-Чи и легенда десяти колец (2021),Action|Adventure|Fantasy,волшебное|динамичное|приключенческое
73,Вечные (2021),Action|Adventure|Fantasy|Sci-Fi,волшебное|динамичное|приключенческое|футуристическое
74,Человек-паук: Нет пути домой (2021),Action|Adventure|Fantasy|Sci-Fi,волшебное|динамичное|приключенческое|футуристическое
75,Дюна (2021),Adventure|Drama|Sci-Fi,приключенческое|футуристическое|эмоциональное
76,Энканто (2021),Animation|Children|Comedy|Fantasy|Musical,веселое|волшебное|лёгкое|музыкальное|семейное
77,Лука (2021),Animation|Adventure|Children|Comedy|Fantasy,веселое|волшебное|лёгкое|приключенческое|семейное
78,Майор Гром: Чумной Доктор (2021),Action|Crime|Thriller,динамичное|напряжённое
79,007: Нет времени умирать (2021),Action|Adventure|Thriller,динамичное|напряжённое|приключенческое
80,Годзилла против Конга (2021),Action|Adventure|Sci-Fi|Thriller,динамичное|напряжённое|приключенческое|футуристическое
81,Всё везде и сразу (2022),Action|Adventure|Comedy|Sci-Fi,веселое|динамичное|приключенческое|футуристическое
82,Топ Ган: Мэверик (2022),Action|Drama,динамичное|эмоциональное
83,Аватар: Путь воды (2022),Action|Adventure|Drama|Sci-Fi,динамичное|приключенческое|футуристическое|эмоциональное
84,Крик 6 (2023),Horror|Mystery|Thriller,загадочное|напряжённое|страшное
85,Тор: Любовь и гром (2022),Action|Adventure|Comedy|Fantasy|Sci-Fi,веселое|волшебное|динамичное|приключенческое|футуристическое
86,Чёрная Пантера: Ваканда навеки (2022),Action|Adventure|Drama,динамичное|приключенческое|эмоциональное
87,Миньоны: Грювитация (2022),Animation|Adventure|Comedy|Family,веселое|лёгкое|приключенческое
88,Я краснею (2022),Animation|Adventure|Children|Comedy|Fantasy,веселое|волшебное|лёгкое|приключенческое|семейное
89,Нет (2022),Horror|Mystery|Sci-Fi|Thriller,загадочное|напряжённое|страшное|футуристическое
90,Улыбка (2022),Horror|Mystery|Thriller,загадочное|напряжённое|страшное
91,Меню (2022),Comedy|Horror|Thriller,веселое|напряжённое|страшное
92,Достать ножи: Стеклянная луковица (2022),Comedy|Crime|Mystery|Thriller,веселое|загадочное|напряжённое
93,Варвар (2022),Horror|Thriller,напряжённое|страшное
94,Говори со мной (2022),Horror|Thriller,напряжённое|страшное
95,Кот в сапогах 2: Последнее желание (2022),Animation|Adventure|Children|Comedy|Fantasy,веселое|волшебное|лёгкое|приключенческое|семейное
96,Барби (2023),Adventure|Comedy|Fantasy,веселое|волшебное|приключенческое
97,Оппенгеймер (2023),Biography|Drama|History,драматичное|эмоциональное
98,Дюна: Часть вторая (2024),Adventure|Drama|Sci-Fi,приключенческое|футуристическое|эмоциональное
99,Человек-паук: Паутина вселенных (2023),Animation|Action|Adventure|Sci-Fi,динамичное|лёгкое|приключенческое|футуристическое
100,Стражи Галактики 3 (2023),Action|Adventure|Comedy|Drama|Sci-Fi,веселое|динамичное|приключенческое|футуристическое|эмоциональное
101,Миссия невыполнима: Смертельная расплата. Часть 1 (2023),Action|Adventure|Thriller,динамичное|напряжённое|приключенческое
102,Трансформеры: Восхождение Звероботов (2023),Action|Adventure|Sci-Fi,динамичное|приключенческое|футуристическое
103,Индиана Джонс и Колесо судьбы (2023),Action|Adventure,динамичное|приключенческое
104,Флэш (2023),Action|Adventure|Fantasy|Sci-Fi,волшебное|динамичное|приключенческое|футуристическое
105,Голубой жук (2023),Action|Adventure|Sci-Fi,динамичное|приключенческое|футуристическое
106,Аквамен и потерянное царство (2023),Action|Adventure|Fantasy|Sci-Fi,волшебное|динамичное|приключенческое|футуристическое
107,Наполеон (2023),Action|Biography|Drama|History|War,динамичное|драматичное|эмоциональное
108,Убийцы цветочной луны (2023),Crime|Drama|History,драматичное|напряжённое|эмоциональное
109,Бедные-несчастные (2023),Comedy|Drama|Romance|Sci-Fi,веселое|романтическое|футуристическое|эмоциональное
110,Астероид Сити (2023),Comedy|Drama|Romance,веселое|романтическое|эмоциональное
111,Феррари (2023),Biography|Drama|Sport,динамичное|эмоциональное
112,Пять ночей с Фредди (2023),Horror|Mystery,загадочное|страшное
113,Доктор Стрэндж: В мультивселенной безумия (2022),Action|Adventure|Fantasy|Horror|Sci-Fi,волшебное|динамичное|приключенческое|страшное|футуристическое
114,Маленькая русалка (2023),Adventure|Family|Fantasy|Musical|Romance,волшебное|музыкальное|приключенческое|романтическое
115,Элементарно (2023),Animation|Adventure|Children|Comedy|Fantasy|Romance,веселое|волшебное|лёгкое|приключенческое|романтическое|семейное
116,Черепашки-ниндзя: Погром мутантов (2023),Animation|Action|Adventure|Comedy|Sci-Fi,веселое|динамичное|лёгкое|приключенческое|футуристическое
117,Мигранты (2023),Animation|Adventure|Children|Comedy|Fantasy,веселое|волшебное|лёгкое|приключенческое|семейное
118,Кунг-фу Панда (2008),Animation|Action|Adventure|Children|Comedy,веселое|динамичное|лёгкое|приключенческое|семейное
119,Вызов (2023),Drama|Sci-Fi,футуристическое|эмоциональное
120,Солнцепёк (2023),Comedy|Drama,веселое|эмоциональное
121,Вечное сияние чистого разума (2004),Drama|Romance|Sci-Fi,романтическое|футуристическое|эмоциональное
122,Головоломка 2 (2024),Animation|Adventure|Children|Comedy|Drama|Fantasy,веселое|волшебное|лёгкое|приключенческое|семейное|эмоциональное
123,Дэдпул и Росомаха (2024),Action|Adventure|Comedy|Sci-Fi,веселое|динамичное|приключенческое|футуристическое
124,Плохие парни 4 (2024),Action|Comedy|Crime|Thriller,веселое|динамичное|напряжённое
125,Форсаж 10 (2023),Action|Crime|Thriller,динамичное|напряжённое
126,Как приручить дракона (2010),Animation|Adventure|Children|Comedy|Fantasy,веселое|волшебное|лёгкое|приключенческое|семейное
127,Тёмный рыцарь (2008),Action|Crime|Drama|Thriller,динамичное|напряжённое|эмоциональное
128,Лёд 2 (2020),Drama|Romance|Sport,динамичное|романтическое|эмоциональное
129,Движение вверх (2017),Drama|Sport,динамичное|эмоциональное
130,Т-34 (2018),Action|Drama|War,динамичное|драматичное|эмоциональное
131,Кровью и потом: Анаболики (2006),Comedy|Crime|Drama,веселое|напряжённое|эмоциональное
132,Последний богатырь 2 (2021),Adventure|Comedy|Fantasy,веселое|волшебное|приключенческое
133,Последний богатырь 3 (2023),Adventure|Comedy|Fantasy,веселое|волшебное|приключенческое
134,Серебряные коньки (2020),Drama|Romance|History,драматичное|романтическое|эмоциональное
135,Огонь (2020),Action|Drama|Thriller,динамичное|напряжённое|эмоциональное
136,Кома (2020),Action|Fantasy|Sci-Fi,волшебное|динамичное|футуристическое
137,Вторжение (2020),Drama|Sci-Fi,футуристическое|эмоциональное
138,Притяжение (2017),Drama|Sci-Fi,футуристическое|эмоциональное
139,Текст (2019),Drama|Thriller,напряжённое|эмоциональное
140,Бык (2019),Crime|Drama,напряжённое|эмоциональное
141,Блокадный дневник (2020),Drama|War|History,драматичное|эмоциональное
142,Пальма (2020),Drama|Family,эмоциональное
143,Родные (2021),Comedy|Drama,веселое|эмоциональное
144,Бумеранг (2021),Comedy,веселое
145,Иван Денисович (2021),Drama|History,драматичное|эмоциональное
146,Капитан Волконогов бежал (2021),Drama|Thriller,напряжённое|эмоциональное
147,Майор Гром (2021),Action|Crime|Thriller,динамичное|напряжённое
148,Сердце Пармы (2022),Adventure|Drama|Fantasy|History,волшебное|драматичное|приключенческое|эмоциональное
149,Одна (2022),Drama|Thriller,напряжённое|эмоциональное
150,Финист — Ясный Сокол (2023),Adventure|Fantasy|Romance,волшебное|приключенческое|романтическое
151,Время первых (2017),Adventure|Drama|History,драматичное|приключенческое|эмоциональное
152,Экипаж (2016),Action|Drama|Thriller,динамичное|напряжённое|эмоциональное
153,Викинг (2016),Action|Adventure|Drama|History|War,динамичное|драматичное|приключенческое|эмоциональное
154,Кунг-фу Панда 4 (2024),Animation|Action|Adventure|Children|Comedy,веселое|динамичное|лёгкое|приключенческое|семейное
155,Годзилла и Конг: Новая империя (2024),Action|Adventure|Sci-Fi|Thriller,динамичное|напряжённое|приключенческое|футуристическое
156,Тихое место: День первый (2024),Drama|Horror|Sci-Fi|Thriller,напряжённое|страшное|футуристическое|эмоциональное
157,Носферату (2024),Drama|Fantasy|Horror,волшебное|страшное|эмоциональное
158,Муфаса: Король Лев (2024),Animation|Adventure|Children|Drama|Musical,лёгкое|музыкальное|приключенческое|семейное|эмоциональное
159,Соник 3 (2024),Action|Adventure|Children|Comedy|Sci-Fi,веселое|динамичное|приключенческое|семейное|футуристическое
160,Кракен (2024),Animation|Adventure|Children|Comedy|Fantasy,веселое|волшебное|лёгкое|приключенческое|семейное
161,Аргайл (2024),Action|Comedy|Thriller,веселое|динамичное|напряжённое
162,Боб Марли: Одна любовь (2024),Biography|Drama|Musical,музыкальное|эмоциональное
163,Мадам Паутина (2024),Action|Adventure|Sci-Fi|Thriller,динамичное|напряжённое|приключенческое|футуристическое
164,Охотники за привидениями: Ледяная угроза (2024),Action|Adventure|Comedy|Fantasy,веселое|волшебное|динамичное|приключенческое
165,Годзилла: Минус один (2023),Action|Adventure|Drama|Horror|Sci-Fi,динамичное|приключенческое|страшное|футуристическое|эмоциональное
166,Монастырь (2024),Drama|Horror|Thriller,напряжённое|страшное|эмоциональное
167,Планета обезьян: Новое царство (2024),Action|Adventure|Drama|Sci-Fi,динамичное|приключенческое|футуристическое|эмоциональное
168,Фуриоса: Хроники Безумного Макса (2024),Action|Adventure|Sci-Fi|Thriller,динамичное|напряжённое|приключенческое|футуристическое
169,Гадкий я 4 (2024),Animation|Adventure|Children|Comedy|Family,веселое|лёгкое|приключенческое|семейное
170,Медведь (2024),Action|Adventure|Comedy|Crime|Thriller,веселое|динамичное|напряжённое|приключенческое
171,Третий лишний 2 (2024),Comedy,веселое
172,Смешарики: Дело о пропавшем свитере (2024),Animation|Children|Comedy,веселое|лёгкое|семейное
173,Фиксики: Против кработов (2024),Animation|Adventure|Children|Comedy,веселое|лёгкое|приключенческое|семейное
174,Ёжики (2024),Animation|Adventure|Children|Comedy|Family,веселое|лёгкое|приключенческое|семейное
175,Служебный роман. Наше время (2011),Comedy|Romance,веселое|романтическое
176,Ёлки (2010),Comedy,веселое
177,Ёлки 2 (2011),Comedy,веселое
178,Ёлки 3 (2013),Comedy,веселое
179,Ёлки 5 (2016),Comedy,веселое
180,Холодное сердце (2013),Animation|Adventure|Children|Comedy|Fantasy|Musical|Romance,веселое|волшебное|лёгкое|музыкальное|приключенческое|романтическое|семейное
181,Ирония судьбы. Продолжение (2007),Comedy|Drama|Romance,веселое|романтическое|эмоциональное
182,Самый лучший день (2015),Comedy|Drama|Romance,веселое|романтическое|эмоциональное
183,Горько! (2013),Comedy|Romance,веселое|романтическое
184,Горько! 2 (2014),Comedy|Romance,веселое|романтическое
185,Кухня в Париже (2014),Comedy,веселое
186,Кухня. Последняя битва (2017),Comedy,веселое
187,Что творят мужчины! (2013),Comedy|Romance,веселое|романтическое
188,Что творят мужчины! 2 (2015),Comedy|Romance,веселое|романтическое
189,Любовь-морковь (2007),Comedy|Fantasy|Romance,веселое|волшебное|романтическое
190,Любовь-морковь 2 (2008),Comedy|Fantasy|Romance,веселое|волшебное|романтическое
191,Любовь-морковь 3 (2010),Comedy|Fantasy|Romance,веселое|волшебное|романтическое
192,Дневной дозор (2006),Fantasy|Thriller,волшебное|напряжённое
193,Ночной дозор (2004),Fantasy|Thriller,волшебное|напряжённое
194,Обитаемый остров (2008),Action|Adventure|Sci-Fi,динамичное|приключенческое|футуристическое
195,Сталинград (2013),Action|Drama|War,динамичное|драматичное|эмоциональное
196,Экипаж (2016),Action|Drama|Thriller,динамичное|напряжённое|эмоциональное
197,Притяжение (2017),Drama|Sci-Fi,футуристическое|эмоциональное
198,Вторжение (2020),Drama|Sci-Fi,футуристическое|эмоциональное
199,Огонь (2020),Action|Drama|Thriller,динамичное|напряжённое|эмоциональное
200,Ван Гоги (2024),Drama|History,драматичное|эмоциональное
